Date,Close,High,Low,Open,Volume
01-04-2024,14.826703071594238,15.003968716528648,14.753978659983025,14.87215691253046,1313100
02-04-2024,14.772159576416016,14.772159576416016,14.581258654155626,14.64489229490909,2172600
03-04-2024,14.59034824371338,14.70852649580178,14.544896136840446,14.70852649580178,1661600
04-04-2024,14.535804748535156,14.799431812033676,14.40853746761127,14.763068740977332,1564500
05-04-2024,14.59943962097168,14.626711926565314,14.463081560777123,14.535805975140008,1558900
08-04-2024,14.735797882080078,14.835794603399991,14.572169247947716,14.590349051371202,1133500
09-04-2024,14.690343856811523,14.803975849351149,14.572167347480422,14.744886727742294,1082700
10-04-2024,14.31762981414795,14.531257629434087,14.263086081019985,14.426716413460651,1619900
11-04-2024,14.463079452514648,14.526713089070537,14.290359210315833,14.408536583164825,981900
12-04-2024,14.381263732910156,14.481260434475484,14.303993948492968,14.372173832994145,974300
15-04-2024,14.199455261230469,14.52217060670612,14.13582161576065,14.490352917027812,1160400
16-04-2024,13.935826301574709,14.235814666818529,13.917645635136743,14.14490960074226,2154600
17-04-2024,13.60856819152832,14.01764320698086,13.594932039800678,13.963099467013633,1610900
18-04-2024,13.5722074508667,13.70402013067564,13.5085729362185,13.672203306823254,1383500
19-04-2024,13.763107299804688,13.781287967868284,13.563114749445296,13.563114749445296,1778800
22-04-2024,14.017642974853516,14.035823643245967,13.726745345027688,13.772197449480483,1545500
23-04-2024,14.063097953796388,14.190365251541287,13.963101229061454,13.990373535958314,1318200
24-04-2024,13.881284713745115,14.06309572958517,13.849467027397711,14.017642758889329,1541100
25-04-2024,13.635838508605955,13.854011716677268,13.61311245786892,13.735834345569492,1814000
26-04-2024,13.635838508605955,13.77219654691471,13.54947795530734,13.663109942879052,2319100
29-04-2024,13.782066345214844,13.791205855733018,13.635837663290818,13.718091514771006,1772600
30-04-2024,13.48961067199707,13.727232745700237,13.462192137006223,13.69981421070939,2024600
01-05-2024,13.57186508178711,13.83690482959102,13.517028881183062,13.535307905248358,2019800
02-05-2024,13.407356262207031,13.69981365075462,13.368057060933213,13.69981365075462,1863600
03-05-2024,13.416496276855469,13.699814164742484,13.375369346098998,13.617560303229544,1949000
06-05-2024,13.526166915893556,13.571863599473982,13.407355887221142,13.507887893824686,1604700
07-05-2024,13.581003189086914,13.818625263056536,13.553585525657128,13.754650424523104,2255800
08-05-2024,13.443914413452148,13.581003606405371,13.347951281111426,13.526168277860815,1817600
09-05-2024,13.57186508178711,13.585573478244244,13.43477501607291,13.48047170464431,2854100
10-05-2024,13.562725067138672,13.640409173353634,13.4164963664027,13.599282242322666,3098500
13-05-2024,13.608423233032228,13.763791462348165,13.507890336656088,13.681537591346562,2142300
14-05-2024,13.517029762268066,13.78206952734815,13.471333070718003,13.74551234842648,4115300
15-05-2024,13.39821720123291,13.7089536228045,13.389077689635675,13.699814111207266,3207900
16-05-2024,13.45305347442627,13.4850408936036,13.343381949421794,13.407356787776454,2636000
17-05-2024,13.352519989013672,13.62669922499089,13.297684664773287,13.517027704918355,2484400
20-05-2024,13.517029762268066,13.640410567975664,13.3525220213246,13.3525220213246,2774000
21-05-2024,13.407356262207031,13.553584956480826,13.36165957734853,13.507888271622322,2178900
22-05-2024,13.306824684143066,13.507888709491295,13.288545660970428,13.398217185230862,1422700
23-05-2024,13.105759620666504,13.315963154929973,13.08748059772614,13.288545492111211,1897800
24-05-2024,13.224571228027344,13.38907808365981,13.18801405215437,13.206292204294945,2344100
28-05-2024,13.11489963531494,13.325103177643271,13.06006343598174,13.325103177643271,2193700
29-05-2024,12.950392723083496,13.023507079063169,12.868138854708397,13.005228054272312,3010200
30-05-2024,12.98694896697998,13.105760004799366,12.913834616259098,13.0509238059628,1910000
31-05-2024,13.271872520446776,13.299446294702696,12.986950532015204,13.03290594591512,4154200
03-06-2024,13.418930053710938,13.418930053710938,13.17996260205646,13.262682171977366,3926100
04-06-2024,13.281061172485352,13.474073171770357,13.244297023884704,13.354589469686644,1849500
05-06-2024,13.152386665344238,13.327016146418794,13.074262742528314,13.308633634449675,1754300
06-06-2024,13.235105514526367,13.285656546583054,13.07885766682972,13.143195583045438,1685000
07-06-2024,13.078859329223633,13.221321187395349,13.060477691201612,13.10643310104647,2592800
10-06-2024,13.143198013305664,13.202939435988512,12.830702260129934,12.92261308513218,2243200
11-06-2024,13.161580085754396,13.258086542837027,13.097243032050384,13.097243032050384,3809600
12-06-2024,13.5016450881958,13.70384832914741,13.414330789409334,13.437308051926536,4442100
13-06-2024,13.48326587677002,13.547602924602272,13.34080489520151,13.520030029320813,2407300
14-06-2024,13.271872520446776,13.4290398782097,13.225917983073476,13.38676061693326,1710200
17-06-2024,13.43730926513672,13.446500521584,13.248892890599766,13.27187015519151,1622100
18-06-2024,13.317826271057127,13.565984949207682,13.290253376771458,13.483265389824163,1740400
20-06-2024,13.363780975341797,13.409736381081762,13.189151485361682,13.262679783935042,1773100
21-06-2024,13.409737586975098,13.501647530193724,13.304040757836734,13.391355072415449,4969600
24-06-2024,13.363780975341797,13.565984234681766,13.363780975341797,13.455691786821726,1490500
25-06-2024,13.19834327697754,13.391355300508703,13.19374764825935,13.363782404726123,1296100
26-06-2024,13.11562442779541,13.19834311412248,13.032904864941798,13.1340060659148,2072100
27-06-2024,13.189152717590332,13.189152717590332,13.02371359208049,13.09724189752341,1473600
28-06-2024,13.43869972229004,13.457185289477074,13.179907951754045,13.244605674027952,5455600
01-07-2024,13.198393821716309,13.457186496912632,13.166044957676878,13.447943712489812,1634200
02-07-2024,13.198393821716309,13.23998547017856,13.142938878060264,13.198393821716309,1160500
03-07-2024,13.133696556091309,13.27233480155348,13.12445377134304,13.253850113497409,659600
05-07-2024,13.1244535446167,13.1429391137939,13.018164166169164,13.1244535446167,1456800
08-07-2024,13.0597562789917,13.23536478520683,13.032028805682044,13.216880096813888,1344900
09-07-2024,12.91187572479248,13.092105630147971,12.893390154273703,13.02278650358359,2995500
10-07-2024,13.087482452392578,13.115209922948214,12.939601434175325,12.995057256726993,2023500
11-07-2024,13.198393821716309,13.360139023353902,13.198393821716309,13.244606862389968,2117500
12-07-2024,13.447946548461914,13.475674026137249,13.235366869109356,13.337035756319954,2235600
15-07-2024,13.623552322387695,13.734463092060706,13.466428511657488,13.521884337214216,2011900
16-07-2024,13.919316291809082,13.937800980742852,13.628174728497736,13.743706899015455,2338300
17-07-2024,14.141139030456545,14.22432234121744,13.87310440769398,13.87310440769398,3398400
18-07-2024,13.734464645385742,14.279776652364786,13.692872991874422,14.0671978734763,1662900
19-07-2024,13.79916286468506,13.840754516996556,13.586583210488463,13.697493989505617,1972800
22-07-2024,13.882346153259276,13.919316412888922,13.642039024946332,13.845375012189116,1741500
23-07-2024,14.076437950134276,14.122650990418508,13.78991868696482,13.82688894290412,1651500
24-07-2024,13.688252449035645,14.196593312665184,13.660524092464891,14.122652791357591,2519900
25-07-2024,13.5311279296875,13.771434170941353,13.4802934933451,13.651281491034672,2322400
26-07-2024,13.85461711883545,13.910072946283858,13.60506809891879,13.70673608756032,1712300
29-07-2024,13.863858222961426,13.947041513329651,13.785296324440363,13.910071259992703,1464700
30-07-2024,14.057953834533691,14.113409661417895,13.891587235321548,13.900830020042324,2756100
31-07-2024,13.742045402526855,14.15086854156103,13.742045402526855,14.15086854156103,3616100
01-08-2024,13.574799537658691,13.862834695206658,13.449365715500198,13.788503213149344,2435900
02-08-2024,13.454009056091309,13.5655071520046,13.165974818934965,13.370386813307924,2881000
05-08-2024,12.970853805541992,13.323928727965605,12.938333898467622,12.980145460734958,4699100
06-08-2024,13.035895347595217,13.268181441602762,12.74786108724249,13.017312920847198,3089400
07-08-2024,13.00802230834961,13.152039450083716,12.864005166615504,13.128811193259288,2338300
08-08-2024,13.035895347595217,13.11022682678954,12.98943795157348,13.073061087192375,1347800
09-08-2024,13.05448055267334,13.087000468771931,12.905817572736195,12.998731492146282,2472900
12-08-2024,12.729276657104492,13.124163159477112,12.710694231987514,13.100934906555626,2427900
13-08-2024,12.859357833862305,12.896523572094807,12.63636340446727,12.812900439546398,2026700
14-08-2024,12.933691024780272,13.026605825728604,12.868651195777169,12.868651195777169,1984000
15-08-2024,13.277472496032717,13.351803971856883,13.035894756553622,13.147391970289876,2870200
16-08-2024,13.249598503112791,13.351804061532205,13.198495280852542,13.231015190981395,2159700
19-08-2024,13.361095428466797,13.393615337891926,13.231014904665203,13.240306560529834,1395500
20-08-2024,13.091645240783691,13.333223006729874,13.091645240783691,13.333223006729874,1897500
21-08-2024,13.258891105651855,13.27747353300865,13.068415687112491,13.193850394650186,1454300
22-08-2024,13.258891105651855,13.333222587281345,13.119518913020698,13.23101613546493,2066900
23-08-2024,13.4725923538208,13.584089563520294,13.28676367098831,13.35180348845442,1538900
26-08-2024,13.39826202392578,13.63054811881201,13.38897036746606,13.565508295796228,1657200
27-08-2024,13.28676414489746,13.472592834358045,13.26818083290086,13.342512308685093,1196200
28-08-2024,13.249598503112791,13.3703873736636,13.221723534915697,13.231015190981395,1537600
29-08-2024,13.314638137817385,13.467946916360528,13.277472400173624,13.356449703429249,1985000
30-08-2024,13.49216651916504,13.501510338917416,13.29127974094312,13.389387175115989,2386800
03-09-2024,13.323981285095217,13.454791188156964,13.277263080683603,13.398730055723538,2504200
04-09-2024,13.155797004699709,13.492166495514365,13.151125094831707,13.323982195644884,2222300
05-09-2024,13.015644073486328,13.232415180024612,12.99228452270961,13.16514163415432,2392700
06-09-2024,13.043673515319824,13.193171063059198,12.940894174017922,13.00629912838498,3162100
09-09-2024,13.146451950073242,13.267918922004323,12.89884698785754,13.03432879700046,3652400
10-09-2024,13.099736213684082,13.193171740279508,12.978269227141888,13.146453531443935,2835000
11-09-2024,13.118422508239746,13.137110147557047,12.89417618288624,12.996955525904342,1735400
12-09-2024,13.239890098571776,13.244562008615643,13.039002422064131,13.1838280691211,1269000
13-09-2024,13.342668533325195,13.361356172221944,13.221201553723326,13.323981785504111,1518900
16-09-2024,13.398731231689451,13.48749573875454,13.323982454500658,13.398731231689451,1762500
17-09-2024,13.43610668182373,13.62297863955982,13.394060379948638,13.4828248940267,2066000
18-09-2024,13.510855674743652,13.725758206708678,13.384716767159418,13.464137461815143,1892900
19-09-2024,14.183594703674316,14.202281452987568,13.679039997156195,13.744444956366184,2414100
20-09-2024,14.342434883117676,14.431198494314229,14.024752151680833,14.090157105420536,5585400
23-09-2024,14.202281951904297,14.393825817241558,14.155563740366382,14.342436586518044,1546600
24-09-2024,14.248997688293455,14.309730728989962,14.146218353624135,14.202279484870814,1780100
25-09-2024,13.996721267700195,14.29104535375574,13.964018789488623,14.258342875544168,1325400
26-09-2024,14.099501609802246,14.192937135244495,14.00139328335082,14.099501609802246,1570700
27-09-2024,14.146220207214355,14.30973260400534,14.038768057940056,14.239655735226956,1523100
30-09-2024,13.948962211608888,14.12273665560272,13.808063069544726,14.089860457863844,1799900
